num_requests	num_servers	request_per_server	distribution	throughput	standard_error	confidence_interval
29000	10	2900	uniform	479225.41309230606	0.04373822246773795	(0.98218536238989, 1.01781463761011)
29000	10	2900	normal	480827.70809128915	0.4790659014488867	(0.804875805550449, 1.195124194449551)
29000	10	2900	lognormal	478399.75611510366	0.04413388990121002	(0.9820242065050886, 1.0179757934949114)
30000	10	3000	uniform	481534.4615675067	0.026815418450336845	(0.9890780435256925, 1.0109219564743075)
30000	10	3000	normal	484085.9253162885	0.4243226497738614	(0.8271728065524667, 1.1728271934475334)
30000	10	3000	lognormal	488237.60740657756	0.024567819963883172	(0.9899934934518696, 1.0100065065481305)
31000	10	3100	uniform	478139.31622376054	0.03052131170612149	(0.9875686281528513, 1.0124313718471487)
31000	10	3100	normal	490214.6746521899	0.6483697638511366	(0.7359181116955436, 1.2640818883044564)
31000	10	3100	lognormal	487407.92628429946	0.04064464925432725	(0.9834453789751068, 1.0165546210248932)
32000	10	3200	uniform	489998.77285932325	0.022330087606187293	(0.9909049248903596, 1.0090950751096404)
32000	10	3200	normal	488208.0068798273	0.46863809080808827	(0.8091230670336905, 1.1908769329663094)
32000	10	3200	lognormal	480570.3384748502	0.03304678265353527	(0.9865400003946879, 1.013459999605312)
33000	10	3300	uniform	488267.6171727982	0.04755297659562186	(0.9806316078355056, 1.0193683921644945)
33000	10	3300	normal	486917.6299151568	0.5336561006795201	(0.7826411430175859, 1.217358856982414)
33000	10	3300	lognormal	486002.1656256501	0.020594470894027772	(0.991611843942225, 1.008388156057775)
34000	10	3400	uniform	489109.9314131213	0.020786024716847894	(0.9915338238091735, 1.0084661761908265)
34000	10	3400	normal	488404.746989606	0.5223423091127823	(0.7872492657392265, 1.2127507342607735)
34000	10	3400	lognormal	481049.8272967452	0.03999653964271164	(0.9837093549030512, 1.0162906450969487)
35000	10	3500	uniform	482689.73254258453	0.038617327188500125	(0.9842711100150074, 1.0157288899849926)
35000	10	3500	normal	488760.55991627724	0.4785899356762658	(0.8050696670582026, 1.1949303329417975)
35000	10	3500	lognormal	489907.8081688432	0.056526966654718666	(0.9769764894562102, 1.0230235105437897)
36000	10	3600	uniform	489127.2581137313	0.02766728022523584	(0.988731079064004, 1.011268920935996)
36000	10	3600	normal	486135.3916233795	0.24763240005208434	(0.8991389860275262, 1.1008610139724737)
36000	10	3600	lognormal	477942.9145779399	0.04017822947140388	(0.983635352388249, 1.0163646476117512)
37000	10	3700	uniform	490732.8288405328	0.03405963060303493	(0.9861274660447201, 1.0138725339552799)
37000	10	3700	normal	489736.9403173739	0.3558238416435268	(0.8550724644424614, 1.1449275355575386)
37000	10	3700	lognormal	493117.6896801849	0.026843702579039574	(0.9890665233615311, 1.0109334766384688)
38000	10	3800	uniform	490059.137499529	0.036844360833209695	(0.9849932416274139, 1.0150067583725861)
38000	10	3800	normal	489567.69883856503	0.6468746084078197	(0.7365270905449497, 1.2634729094550503)
38000	10	3800	lognormal	489627.7073207086	0.027884804587262325	(0.9886424810949455, 1.0113575189050545)
39000	10	3900	uniform	489444.1639901496	0.028211421209388157	(0.9885094496996961, 1.0114905503003038)
39000	10	3900	normal	490082.7729697586	0.5430471166852568	(0.7788161694019722, 1.2211838305980278)
39000	10	3900	lognormal	490872.6139248629	0.021828631470473977	(0.9911091686577347, 1.0088908313422653)
40000	10	4000	uniform	490659.88430779654	0.025277954822334775	(0.9897042545563713, 1.0102957454436285)
40000	10	4000	normal	487958.00164998125	0.3933820820779716	(0.8397749419355387, 1.1602250580644613)
40000	10	4000	lognormal	476542.44249612984	0.034299599123021794	(0.9860297265395412, 1.0139702734604588)
41000	10	4100	uniform	490540.312925955	0.031554792623897515	(0.9871476899667894, 1.0128523100332107)
41000	10	4100	normal	489997.4900177353	0.4048553328919956	(0.8351018712451945, 1.1648981287548055)
41000	10	4100	lognormal	490675.8366720134	0.038000594879341244	(0.9845223059249056, 1.0154776940750945)
42000	10	4200	uniform	491803.61845917435	0.023650900180861602	(0.9903669561289163, 1.0096330438710837)
42000	10	4200	normal	489977.73296192556	0.591121584694009	(0.7592353730743101, 1.24076462692569)
42000	10	4200	lognormal	493762.35890123394	0.03587661521484957	(0.9853874057364508, 1.014612594263549)
43000	10	4300	uniform	489138.0191420865	0.03797639527602858	(0.9845321624563099, 1.01546783754369)
43000	10	4300	normal	485775.2577715569	0.3990522845414226	(0.8374654607457889, 1.162534539254211)
43000	10	4300	lognormal	491215.08654501557	0.03969516074928839	(0.9838321069370104, 1.0161678930629896)
44000	10	4400	uniform	486825.5329591674	0.025320058686757192	(0.9896871055950202, 1.01031289440498)
44000	10	4400	normal	490711.6974649967	0.3321750571536661	(0.8647046465897176, 1.1352953534102825)
44000	10	4400	lognormal	490785.79781012714	0.031245495543126497	(0.9872736670892448, 1.0127263329107552)
45000	10	4500	uniform	493690.85035067407	0.04677131124477434	(0.9809499811980262, 1.0190500188019738)
45000	10	4500	normal	487420.6954343011	0.40135235589223456	(0.8365286385504577, 1.1634713614495422)
45000	10	4500	lognormal	490021.80041653814	0.038062586536219	(0.9844970566385877, 1.0155029433614124)
46000	10	4600	uniform	486589.9666185532	0.0378453224454739	(0.9845855485987985, 1.0154144514012013)
46000	10	4600	normal	492950.69257482624	0.5715408732140278	(0.7672106235413652, 1.2327893764586348)
46000	10	4600	lognormal	488055.16288040014	0.04028138269797211	(0.983593337938508, 1.016406662061492)
47000	10	4700	uniform	490997.0057748979	0.0406858360695369	(0.9834286035291495, 1.0165713964708505)
47000	10	4700	normal	494136.35200599965	0.34721358669408453	(0.8585794330159584, 1.1414205669840416)
47000	10	4700	lognormal	490325.66084605944	0.0403093515295565	(0.9835819461952926, 1.0164180538047074)
48000	10	4800	uniform	490316.28403507505	0.024089496039652752	(0.990188315437987, 1.009811684562013)
48000	10	4800	normal	477713.6481485516	0.3580347350855469	(0.8541719645308976, 1.1458280354691024)
48000	10	4800	lognormal	491207.55866916565	0.03639816463626824	(0.9851749779464283, 1.0148250220535717)
49000	10	4900	uniform	488358.73860206833	0.039114202871919884	(0.984068731872093, 1.015931268127907)
49000	10	4900	normal	493470.39470189234	0.5368804721718018	(0.7813278521151552, 1.2186721478848448)
49000	10	4900	lognormal	488877.60546072695	0.03150996616173262	(0.9871659478459109, 1.012834052154089)
50000	10	5000	uniform	489269.4787867041	0.035318550366627455	(0.9856147063095674, 1.0143852936904325)
50000	10	5000	normal	492032.41092279676	0.3775631020107765	(0.8462180340723191, 1.153781965927681)
50000	10	5000	lognormal	490538.9940434439	0.03669365067692228	(0.9850546260794318, 1.0149453739205683)
1000	20	50	uniform	491933.27810562396	0.13798550648528274	(0.960259407553485, 1.0397405924465148)
1000	20	50	normal	480086.4923824676	0.8571580951026478	(0.753133706666949, 1.246866293333051)
1000	20	50	lognormal	477773.2707832567	0.10526157893552615	(0.969684080485659, 1.030315919514341)
2000	20	100	uniform	473963.5247150649	0.0909945053286186	(0.973793076945204, 1.026206923054796)
2000	20	100	normal	480659.5803024743	0.6303411774586837	(0.8184582390302442, 1.1815417609697558)
2000	20	100	lognormal	411982.7659369353	0.10858176642512316	(0.9687278480433469, 1.031272151956653)
3000	20	150	uniform	458158.2405257457	0.10033277962194939	(0.9711036020699234, 1.0288963979300765)
3000	20	150	normal	484950.37341178756	0.7107148201322071	(0.7953101834243389, 1.204689816575661)
3000	20	150	lognormal	448438.4029494092	0.07814516406449386	(0.9774937586138126, 1.0225062413861874)
4000	20	200	uniform	477014.5756573738	0.0836211695684771	(0.9759166386067061, 1.0240833613932938)
4000	20	200	normal	479726.69011011044	0.6520927848090331	(0.812193655272246, 1.187806344727754)
4000	20	200	lognormal	449543.26404373156	0.087120606058498	(0.9749087814564538, 1.0250912185435463)
5000	20	250	uniform	490319.8120780675	0.053050918936433114	(0.9847210406218224, 1.0152789593781775)
5000	20	250	normal	483302.99318243127	0.9604015826725817	(0.7233990086774091, 1.2766009913225909)
5000	20	250	lognormal	460417.7480728525	0.06473329900445364	(0.981356450260747, 1.018643549739253)
6000	20	300	uniform	446396.5198927309	0.05979594932397641	(0.9827784343981804, 1.0172215656018198)
6000	20	300	normal	454930.1462342627	0.5382884398205524	(0.8449699388691915, 1.1550300611308084)
6000	20	300	lognormal	461126.03750476404	0.06679986693266851	(0.980761267216599, 1.0192387327834012)
7000	20	350	uniform	457464.25472341647	0.06957597521077664	(0.9799617326098288, 1.0200382673901711)
7000	20	350	normal	459829.73424600344	0.4727116737828802	(0.8638564117998941, 1.1361435882001059)
7000	20	350	lognormal	460013.88453336054	0.07474036693099378	(0.9784743591036178, 1.0215256408963822)
8000	20	400	uniform	460191.95757030154	0.06101229384312638	(0.9824281204192608, 1.0175718795807391)
8000	20	400	normal	460273.2676910777	0.6831151074306584	(0.8032590540126433, 1.1967409459873566)
8000	20	400	lognormal	481591.4381710939	0.05279086095149422	(0.9847959387662375, 1.0152040612337625)
9000	20	450	uniform	455803.31053996034	0.07322888184181475	(0.9789096752063599, 1.0210903247936403)
9000	20	450	normal	476509.13221810077	0.7470733019714454	(0.7848387386650207, 1.2151612613349794)
9000	20	450	lognormal	473127.0411817662	0.05740477891234585	(0.9834671047608818, 1.0165328952391182)
10000	20	500	uniform	468146.1865115942	0.05044997522298696	(0.9854701268608429, 1.0145298731391572)
10000	20	500	normal	482608.2466166749	0.7427922993677303	(0.7860716911980091, 1.213928308801991)
10000	20	500	lognormal	467024.8030801593	0.06520736154760441	(0.9812199176146642, 1.018780082385336)
11000	20	550	uniform	450002.43819502875	0.07599913005156729	(0.9781118283318316, 1.0218881716681683)
11000	20	550	normal	480631.1543453884	0.8694457244524209	(0.7495948011502653, 1.2504051988497347)
11000	20	550	lognormal	465214.7118147112	0.07170647238442412	(0.979348137587837, 1.020651862412163)
12000	20	600	uniform	457787.96322085726	0.0640117176773128	(0.9815642696917101, 1.0184357303082898)
12000	20	600	normal	482766.09524057806	0.6350463675109786	(0.8171031181554905, 1.1828968818445094)
12000	20	600	lognormal	461245.8897225652	0.08228507357554789	(0.9763014416753536, 1.0236985583246463)
13000	20	650	uniform	478458.86192302924	0.06314068072273357	(0.9818151331736764, 1.0181848668263236)
13000	20	650	normal	474101.200767052	0.7139316924877768	(0.7943837063145942, 1.2056162936854058)
13000	20	650	lognormal	474436.5035533286	0.05970737319796593	(0.9828039448145562, 1.0171960551854438)
14000	20	700	uniform	473880.0369978454	0.05879573773251089	(0.9830665008931999, 1.0169334991068002)
14000	20	700	normal	470754.4155587293	0.7713474825106453	(0.7778476398144732, 1.2221523601855266)
14000	20	700	lognormal	486444.4268861171	0.06139367779722427	(0.9823182797217013, 1.0176817202782986)
15000	20	750	uniform	482444.4107448089	0.05936253962821258	(0.9829032587983687, 1.0170967412016312)
15000	20	750	normal	487019.8970030841	0.7267826207180368	(0.7906825675909221, 1.2093174324090779)
15000	20	750	lognormal	479627.3487351267	0.0436328113032179	(0.987433507942504, 1.012566492057496)
16000	20	800	uniform	473791.9046730688	0.0648218713089957	(0.9813309409449753, 1.0186690590550247)
16000	20	800	normal	467879.1599136108	0.9089646410889699	(0.7382131336115199, 1.2617868663884801)
16000	20	800	lognormal	471593.3811043673	0.05287662527052949	(0.9847712381658915, 1.0152287618341085)
17000	20	850	uniform	485950.26316207723	0.05526782854403019	(0.9840825583387888, 1.0159174416612111)
17000	20	850	normal	487599.1070282048	0.546353498505061	(0.8426471571626035, 1.1573528428373965)
17000	20	850	lognormal	485523.3085888759	0.06312726750869378	(0.981818996253837, 1.018181003746163)
18000	20	900	uniform	483013.9814837127	0.04934384272444548	(0.9857886991655441, 1.014211300834456)
18000	20	900	normal	481546.63791226846	0.7839351510090963	(0.7742223213561022, 1.2257776786438979)
18000	20	900	lognormal	486566.34911995154	0.06862134426611655	(0.980236671625345, 1.019763328374655)
19000	20	950	uniform	483302.73009572393	0.05476213990302973	(0.9842281994767512, 1.0157718005232488)
19000	20	950	normal	489264.9602546897	0.7659663026082164	(0.7793974495215283, 1.2206025504784717)
19000	20	950	lognormal	488260.32025559765	0.05097606847126115	(0.9853186090826278, 1.0146813909173722)
20000	20	1000	uniform	482155.16027886217	0.05608564878825955	(0.9838470215650488, 1.0161529784349512)
20000	20	1000	normal	480660.3542663882	0.7365950719357278	(0.787856527127135, 1.212143472872865)
20000	20	1000	lognormal	478408.60630291863	0.06033738476268257	(0.9826224979838873, 1.0173775020161127)
21000	20	1050	uniform	486536.14322938275	0.0676579365032816	(0.9805141384132552, 1.0194858615867448)
21000	20	1050	normal	489199.24931676337	0.6416418848470091	(0.8152035725213043, 1.1847964274786957)
21000	20	1050	lognormal	489188.42336062016	0.0423814874230539	(0.9877938961717235, 1.0122061038282766)
22000	20	1100	uniform	488431.65173864126	0.06716207115368679	(0.9806569503887194, 1.0193430496112805)
22000	20	1100	normal	470842.21816165996	0.6617716017574053	(0.8094061022204281, 1.1905938977795718)
22000	20	1100	lognormal	478488.6301531703	0.05474056015076783	(0.9842344145652889, 1.015765585434711)
23000	20	1150	uniform	476905.0141855396	0.04841456138656329	(0.9860563373534784, 1.0139436626465215)
23000	20	1150	normal	477830.0962491085	0.6293234582652019	(0.8187513478119078, 1.181248652188092)
23000	20	1150	lognormal	477063.7003039373	0.041476528994925765	(0.9880545292265227, 1.0119454707734772)
24000	20	1200	uniform	475641.4971918027	0.06108736912543102	(0.9824064983208761, 1.0175935016791238)
24000	20	1200	normal	476983.0820063101	0.7348277859471564	(0.7883655153100044, 1.2116344846899956)
24000	20	1200	lognormal	475158.524267702	0.04530912343741232	(0.9869507207351006, 1.0130492792648993)
25000	20	1250	uniform	480969.7581607101	0.04209551044945291	(0.9878762591288662, 1.0121237408711339)
25000	20	1250	normal	474656.6120472974	0.7021733119394384	(0.7977701852362219, 1.202229814763778)
25000	20	1250	lognormal	482555.07430016296	0.03523997729851708	(0.9898506907622637, 1.0101493092377363)
26000	20	1300	uniform	482926.6753297521	0.049928351031116466	(0.9856203575259858, 1.0143796424740141)
26000	20	1300	normal	481298.6147466896	0.6845950299480603	(0.8028328281059192, 1.1971671718940808)
26000	20	1300	lognormal	482387.7898744762	0.05994770896915816	(0.982734726777267, 1.017265273222733)
27000	20	1350	uniform	485091.32886313886	0.058308577933533945	(0.9832068056217225, 1.0167931943782775)
27000	20	1350	normal	478322.20726353175	0.4753811841387879	(0.8630875779869227, 1.1369124220130773)
27000	20	1350	lognormal	479829.3343023753	0.046271697168439124	(0.9866734941529847, 1.0133265058470153)
28000	20	1400	uniform	479269.38258241606	0.04759898386842013	(0.9862912282096462, 1.0137087717903537)
28000	20	1400	normal	477498.48910098616	0.9121513032386677	(0.7372953572088989, 1.262704642791101)
28000	20	1400	lognormal	482003.8442216596	0.07019033888983145	(0.9797847924571623, 1.0202152075428377)
29000	20	1450	uniform	481330.31732862996	0.04695837709661778	(0.9864757265188174, 1.0135242734811825)
29000	20	1450	normal	481200.8516591349	0.6561774505506701	(0.8110172488462859, 1.188982751153714)
29000	20	1450	lognormal	482650.077794871	0.06324668123527948	(0.9817846044371771, 1.0182153955628228)
30000	20	1500	uniform	484964.0375726211	0.04519734505477064	(0.9869829135302864, 1.0130170864697137)
30000	20	1500	normal	484409.2870948522	0.826563837690579	(0.7619450227680822, 1.2380549772319178)
30000	20	1500	lognormal	484241.9283004284	0.049728149863924036	(0.9856780165743552, 1.0143219834256447)
31000	20	1550	uniform	484439.24118499906	0.0417803582448456	(0.9879670247146218, 1.0120329752853783)
31000	20	1550	normal	487607.1420352889	0.7527920419881902	(0.7831917097697267, 1.2168082902302733)
31000	20	1550	lognormal	487191.4767642747	0.05270024000482424	(0.9848220381023233, 1.0151779618976766)
32000	20	1600	uniform	484990.59444099845	0.04442646663307808	(0.9872049307983505, 1.0127950692016494)
32000	20	1600	normal	482994.8603460359	0.9190491859797276	(0.7353087286582726, 1.2646912713417273)
32000	20	1600	lognormal	487646.5936140575	0.05549880347809313	(0.984016036274597, 1.0159839637254031)
33000	20	1650	uniform	487191.4704997592	0.04733174249450967	(0.9863681952099924, 1.0136318047900077)
33000	20	1650	normal	489036.1358581508	0.5635957300439591	(0.8376812986901496, 1.1623187013098504)
33000	20	1650	lognormal	485173.5876850476	0.05654970915170415	(0.9837133696022884, 1.0162866303977116)
34000	20	1700	uniform	492456.17965589365	0.047015789146474446	(0.986459191529506, 1.013540808470494)
34000	20	1700	normal	491074.12831850746	0.6216098922406945	(0.8209728976796973, 1.1790271023203027)
34000	20	1700	lognormal	489605.0582077773	0.05751936637907721	(0.9834341029338723, 1.0165658970661275)
35000	20	1750	uniform	490857.89098868077	0.03999959183465219	(0.9884798953338089, 1.0115201046661912)
35000	20	1750	normal	486116.10730443615	0.6462447631335598	(0.8138779180034782, 1.1861220819965217)
35000	20	1750	lognormal	490589.45009253843	0.05311858124488441	(0.9847015535010903, 1.0152984464989097)
36000	20	1800	uniform	484388.9774812408	0.03962088861717785	(0.9885889639643279, 1.011411036035672)
36000	20	1800	normal	482155.14348910283	0.7618630713626778	(0.7805792029157528, 1.2194207970842472)
36000	20	1800	lognormal	489471.0294742323	0.04261513091281134	(0.9877266055486664, 1.0122733944513336)
37000	20	1850	uniform	481021.148094776	0.05294373158731884	(0.9847519111738469, 1.015248088826153)
37000	20	1850	normal	486654.86480392463	0.8335405401023734	(0.7599356937144014, 1.2400643062855985)
37000	20	1850	lognormal	485857.2087723962	0.0430166359855353	(0.9876109698571598, 1.0123890301428402)
38000	20	1900	uniform	486614.3470018992	0.04979181033795921	(0.9856596820041672, 1.0143403179958328)
38000	20	1900	normal	486639.2988408777	0.7442404147947425	(0.7856546259100214, 1.2143453740899786)
38000	20	1900	lognormal	482189.0346736678	0.04579038111623532	(0.9868121158499716, 1.0131878841500284)
39000	20	1950	uniform	480578.34424519324	0.04683823070268897	(0.9865103293477425, 1.0134896706522576)
39000	20	1950	normal	486360.9123457293	0.6997800161521599	(0.7984594677189176, 1.2015405322810824)
39000	20	1950	lognormal	484044.5331396063	0.0582578548033253	(0.9832214141650151, 1.016778585834985)
40000	20	2000	uniform	484765.23449888016	0.035939532551217165	(0.9896492149631054, 1.0103507850368945)
40000	20	2000	normal	485869.4880460011	0.6973480658896244	(0.7991598829052323, 1.2008401170947676)
40000	20	2000	lognormal	486917.33463203924	0.06240052083115974	(0.9820283033344094, 1.0179716966655905)
41000	20	2050	uniform	488439.23305462237	0.04619720808126038	(0.9866949474239164, 1.0133050525760836)
41000	20	2050	normal	486463.6448217398	0.8003707944979666	(0.7694887647230577, 1.2305112352769423)
41000	20	2050	lognormal	482651.2594025322	0.045261879276555075	(0.9869643273158926, 1.0130356726841074)
42000	20	2100	uniform	485146.14756244497	0.04167033997413617	(0.9879987105877929, 1.0120012894122072)
42000	20	2100	normal	485513.30038254743	0.7310615398560432	(0.7894502151076326, 1.2105497848923674)
42000	20	2100	lognormal	484120.8700426628	0.060913119795864216	(0.9824566830958339, 1.017543316904166)
43000	20	2150	uniform	489553.6146538379	0.0448493662955448	(0.9870831333461402, 1.01291686665386)
43000	20	2150	normal	490759.9600589871	0.5882324680363507	(0.8305857812788944, 1.1694142187211056)
43000	20	2150	lognormal	484097.3131968665	0.048994431312358526	(0.9858893315933809, 1.014110668406619)
44000	20	2200	uniform	487408.6882747714	0.04940012045356211	(0.9857724908669074, 1.0142275091330926)
44000	20	2200	normal	486556.21943694336	0.9107228647418687	(0.73770675543167, 1.2622932445683301)
